phrase,category,final_score,quality_classification,decision,distinctiveness_score,describability_score,legacy_heuristics_score,cultural_validation_score,duration_ms,timestamp,error
"Sigh Of Relief","Emotions & Feelings",19.19,unacceptable,[object Object],0,5,15.83,0,9,2025-07-31T15:31:30.036Z,
"Surprised Face","Emotions & Feelings",29.42,poor,[object Object],0,20,6.5,0,5,2025-07-31T15:31:30.036Z,
"Action Figure","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:31:30.036Z,
"Adele Album","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.037Z,
"Amazon","Entertainment & Pop Culture",23.92,poor,[object Object],0,5,3.5,15,3,2025-07-31T15:31:30.037Z,
"Apple","Entertainment & Pop Culture",31.92,poor,[object Object],0,5,3.5,23,3,2025-07-31T15:31:30.037Z,
"Avengers Endgame","Entertainment & Pop Culture",18.38,unacceptable,[object Object],0,5,5.25,8,7,2025-07-31T15:31:30.037Z,
"Avengers Movie","Entertainment & Pop Culture",38.58,poor,[object Object],0,5,11.5,23,7,2025-07-31T15:31:30.037Z,
"Beyonce Concert","Entertainment & Pop Culture",22.54,poor,[object Object],0,5,10.25,8,7,2025-07-31T15:31:30.037Z,
"Billie Eilish","Entertainment & Pop Culture",21.42,poor,[object Object],0,5,6.5,10,7,2025-07-31T15:31:30.037Z,
"Binge Watching","Entertainment & Pop Culture",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:31:30.037Z,
"Blockbuster Hit","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.037Z,
"Broadway Musical","Entertainment & Pop Culture",10.38,unacceptable,[object Object],0,5,5.25,0,6,2025-07-31T15:31:30.038Z,
"Broadway Show","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,6,2025-07-31T15:31:30.038Z,
"Celebrity Gossip","Entertainment & Pop Culture",25.38,poor,[object Object],0,5,5.25,15,6,2025-07-31T15:31:30.038Z,
"Comic Con","Entertainment & Pop Culture",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:31:30.038Z,
"Disney","Entertainment & Pop Culture",33.92,poor,[object Object],0,5,3.5,25,2,2025-07-31T15:31:30.038Z,
"Disney Princess","Entertainment & Pop Culture",33.38,poor,[object Object],0,5,5.25,23,6,2025-07-31T15:31:30.038Z,
"Disney World","Entertainment & Pop Culture",44.02,acceptable,[object Object],0,13,6.5,23,3,2025-07-31T15:31:30.039Z,
"Disneyland Trip","Entertainment & Pop Culture",19.42,unacceptable,[object Object],0,5,6.5,8,5,2025-07-31T15:31:30.039Z,
"Drake Music Video","Entertainment & Pop Culture",38.73,poor,[object Object],0,5,11.67,23,6,2025-07-31T15:31:30.039Z,
"Facebook","Entertainment & Pop Culture",16.83,unacceptable,[object Object],0,5,1,10,8,2025-07-31T15:31:30.046Z,
"Fantasy Novel","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.046Z,
"Frozen Movie","Entertainment & Pop Culture",31.63,poor,[object Object],0,5,12.75,15,11,2025-07-31T15:31:30.046Z,
"Google","Entertainment & Pop Culture",23.92,poor,[object Object],0,5,3.5,15,8,2025-07-31T15:31:30.046Z,
"Grammy Winner","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.046Z,
"Grammys Night","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.046Z,
"Harry Styles","Entertainment & Pop Culture",21.42,poor,[object Object],0,5,6.5,10,11,2025-07-31T15:31:30.046Z,
"Hollywood Red Carpet","Entertainment & Pop Culture",12.25,unacceptable,[object Object],0,5,7.5,0,12,2025-07-31T15:31:30.046Z,
"Hollywood Walk","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,11,2025-07-31T15:31:30.047Z,
"Instagram","Entertainment & Pop Culture",16.83,unacceptable,[object Object],0,5,1,10,7,2025-07-31T15:31:30.047Z,
"Instagram Influencer","Entertainment & Pop Culture",17.33,unacceptable,[object Object],0,5,4,8,10,2025-07-31T15:31:30.047Z,
"K-Pop Band","Entertainment & Pop Culture",13.50,unacceptable,[object Object],0,5,9,0,10,2025-07-31T15:31:30.047Z,
"K-Pop Dance","Entertainment & Pop Culture",12.46,unacceptable,[object Object],0,5,7.75,0,10,2025-07-31T15:31:30.047Z,
"Karaoke Night","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,10,2025-07-31T15:31:30.047Z,
"Kardashian Drama","Entertainment & Pop Culture",10.38,unacceptable,[object Object],0,5,5.25,0,10,2025-07-31T15:31:30.047Z,
"Kardashian Family","Entertainment & Pop Culture",35.67,poor,[object Object],0,20,14,0,8,2025-07-31T15:31:30.047Z,
"Late Night Show","Entertainment & Pop Culture",21.64,poor,[object Object],0,5,9.17,8,10,2025-07-31T15:31:30.048Z,
"Mario Kart","Entertainment & Pop Culture",12.46,unacceptable,[object Object],0,5,7.75,0,9,2025-07-31T15:31:30.048Z,
"Marvel Avengers","Entertainment & Pop Culture",18.38,unacceptable,[object Object],0,5,5.25,8,9,2025-07-31T15:31:30.048Z,
"Marvel Comics","Entertainment & Pop Culture",19.42,unacceptable,[object Object],0,5,6.5,8,8,2025-07-31T15:31:30.049Z,
"Marvel Movies","Entertainment & Pop Culture",19.42,unacceptable,[object Object],0,5,6.5,8,8,2025-07-31T15:31:30.049Z,
"Marvel Superhero","Entertainment & Pop Culture",18.38,unacceptable,[object Object],0,5,5.25,8,8,2025-07-31T15:31:30.049Z,
"Marvel Superheroes","Entertainment & Pop Culture",18.38,unacceptable,[object Object],0,5,5.25,8,8,2025-07-31T15:31:30.049Z,
"Marvel Universe","Entertainment & Pop Culture",18.38,unacceptable,[object Object],0,5,5.25,8,8,2025-07-31T15:31:30.049Z,
"Mickey Mouse","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,8,2025-07-31T15:31:30.049Z,
"NASA","Entertainment & Pop Culture",11.00,unacceptable,[object Object],0,5,6,0,5,2025-07-31T15:31:30.049Z,
"Netflix","Entertainment & Pop Culture",33.92,poor,[object Object],0,5,3.5,25,5,2025-07-31T15:31:30.049Z,
"Netflix Binge","Entertainment & Pop Culture",34.42,poor,[object Object],0,5,6.5,23,7,2025-07-31T15:31:30.050Z,
"Netflix Series","Entertainment & Pop Culture",34.42,poor,[object Object],0,5,6.5,23,7,2025-07-31T15:31:30.050Z,
"Oscar Acceptance","Entertainment & Pop Culture",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:31:30.050Z,
"Oscar Night","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.050Z,
"Oscar Nominee","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.050Z,
"Oscar Statue","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.050Z,
"Oscar Trophy","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.050Z,
"Oscar Winner","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,7,2025-07-31T15:31:30.050Z,
"Oscars Ceremony","Entertainment & Pop Culture",19.98,unacceptable,[object Object],0,13,5.25,0,5,2025-07-31T15:31:30.050Z,
"Pop Concert","Entertainment & Pop Culture",23.58,poor,[object Object],0,5,11.5,8,7,2025-07-31T15:31:30.050Z,
"Pop Music","Entertainment & Pop Culture",52.67,acceptable,[object Object],10,5,14,25,7,2025-07-31T15:31:30.050Z,
"Popcorn Movie","Entertainment & Pop Culture",31.63,poor,[object Object],0,5,12.75,15,7,2025-07-31T15:31:30.050Z,
"Reality Show","Entertainment & Pop Culture",12.46,unacceptable,[object Object],0,5,7.75,0,7,2025-07-31T15:31:30.050Z,
"Reality TV","Entertainment & Pop Culture",22.46,poor,[object Object],0,5,7.75,10,6,2025-07-31T15:31:30.051Z,
"Reality TV Show","Entertainment & Pop Culture",21.64,poor,[object Object],0,5,9.17,8,7,2025-07-31T15:31:30.051Z,
"Red Carpet","Entertainment & Pop Culture",12.46,unacceptable,[object Object],0,5,7.75,0,6,2025-07-31T15:31:30.051Z,
"SpaceX","Entertainment & Pop Culture",8.92,unacceptable,[object Object],0,5,3.5,0,3,2025-07-31T15:31:30.051Z,
"Spider-Man Costume","Entertainment & Pop Culture",10.38,unacceptable,[object Object],0,5,5.25,0,7,2025-07-31T15:31:30.051Z,
"Squid Game","Entertainment & Pop Culture",31.63,poor,[object Object],0,5,12.75,15,6,2025-07-31T15:31:30.051Z,
"Star Wars","Entertainment & Pop Culture",41.50,acceptable,[object Object],0,20,9,10,4,2025-07-31T15:31:30.051Z,
"Streaming Platform","Entertainment & Pop Culture",9.33,unacceptable,[object Object],0,5,4,0,5,2025-07-31T15:31:30.052Z,
"Streaming Service","Entertainment & Pop Culture",13.50,unacceptable,[object Object],0,5,9,0,5,2025-07-31T15:31:30.052Z,
"Super Bowl","Entertainment & Pop Culture",22.46,poor,[object Object],0,5,7.75,10,5,2025-07-31T15:31:30.052Z,
"Super Bowl Halftime","Entertainment & Pop Culture",20.25,poor,[object Object],0,5,7.5,8,38,2025-07-31T15:31:30.059Z,
"Super Mario","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.059Z,
"Superhero Movie","Entertainment & Pop Culture",30.58,poor,[object Object],0,5,11.5,15,37,2025-07-31T15:31:30.059Z,
"Superman Cape","Entertainment & Pop Culture",11.42,unacceptable,[object Object],0,5,6.5,0,37,2025-07-31T15:31:30.059Z,
"Tesla","Entertainment & Pop Culture",8.92,unacceptable,[object Object],0,5,3.5,0,6,2025-07-31T15:31:30.059Z,
"The Weeknd","Entertainment & Pop Culture",20.79,poor,[object Object],0,5,17.75,0,37,2025-07-31T15:31:30.059Z,
"TikTok","Entertainment & Pop Culture",33.92,poor,[object Object],0,5,3.5,25,6,2025-07-31T15:31:30.059Z,
"TikTok Challenge","Entertainment & Pop Culture",27.38,poor,[object Object],0,0,5.25,23,37,2025-07-31T15:31:30.059Z,
"TikTok Dance","Entertainment & Pop Culture",34.42,poor,[object Object],0,5,6.5,23,37,2025-07-31T15:31:30.059Z,
"TikTok Dances","Entertainment & Pop Culture",34.42,poor,[object Object],0,5,6.5,23,37,2025-07-31T15:31:30.059Z,
"TikTok Trends","Entertainment & Pop Culture",34.42,poor,[object Object],0,5,6.5,23,37,2025-07-31T15:31:30.059Z,
"Video Game","Entertainment & Pop Culture",41.63,acceptable,[object Object],10,5,12.75,15,37,2025-07-31T15:31:30.059Z,
"Video Game Streamer","Entertainment & Pop Culture",30.03,poor,[object Object],0,5,10.83,15,38,2025-07-31T15:31:30.059Z,
"YouTube","Entertainment & Pop Culture",18.92,unacceptable,[object Object],0,5,3.5,10,5,2025-07-31T15:31:30.060Z,
"YouTube Channel","Entertainment & Pop Culture",21.42,poor,[object Object],0,5,6.5,10,36,2025-07-31T15:31:30.060Z,
"YouTube Star","Entertainment & Pop Culture",38.46,poor,[object Object],0,20,7.75,8,6,2025-07-31T15:31:30.060Z,
"Air","Everything",11.00,unacceptable,[object Object],0,5,6,0,5,2025-07-31T15:31:30.060Z,
"Amusement Park","Everything",15.58,unacceptable,[object Object],0,5,11.5,0,36,2025-07-31T15:31:30.060Z,
