id,phrase,final_score
bc1c99b7-1b5d-435b-a861-e9daaa0696c5,"Volcano Eruption",10.38
660f47dc-9a17-4ab2-9dcb-a4723cd9bc78,"Rainforest Canopy",10.38
be987557-79d3-4bb5-abfd-0b5a19241e9f,"Streaming Buffer",10.38
813adfce-0683-4d64-bcd1-06c50c8b6b2c,"Watermelon Slice",10.38
a97e020a-3c28-4c82-a7f4-6541bee07406,"Streaming Movies",10.38
28c49c40-affb-4128-9610-07cc30bdf02a,"Superhero Landing",10.38
127b14a7-ecbd-4a20-ba34-3daaf2e7cd97,"Beyoncé Performance",10.38
60576823-12f7-4533-8dcd-d3bd358ccfc0,"Serena Williams",10.38
88b41721-3ded-480c-bf37-d168f6c8bffd,"Mashed Potatoes",10.38
7da54905-436e-40de-a1b4-ec007e5d5b84,"Everything Bagel",10.38
61290c31-8bcc-4b8c-927c-51aaf563fc80,"Romantic Comedy",10.38
168ae5de-b8db-4886-9792-64ebd990c349,"Original Series",10.38
a53a4e2f-724e-4daa-b7be-0aab89bb06dd,"Everything Changes",10.38
e7325095-8963-4cfa-93f6-b630153351bf,"Voice Assistant",10.38
f4f46401-8951-48d8-aa21-d3383f9a8317,"Everything Black",10.38
a44611ba-db84-4d1e-9e9f-95aed482504a,"Spider-Man Swing",10.38
a6442ccd-e226-4ad2-8937-c8c0f6e757bb,"Zombie Apocalypse",10.38
c46872e7-b03a-4c44-9bf4-52d0372ea923,"Alien Invasion",10.38
7dbb0650-5ad3-435a-913a-8845c1fa46b9,"Ancient Pyramids",10.38
68baf135-0612-4662-8f24-93b59a105365,"Mission Impossible",10.38
e474f18d-138d-414b-87e7-eb62145653ed,"Backpacking Journey",10.38
b4c48d7d-f069-4362-a447-9a59d1d58300,"Mountain Climb",10.38
4b3d98ef-009d-4db0-b9b4-09dddacb9673,"Oscar Ceremony",10.38
d0df083f-5e1b-4495-8cdb-6acb4249f1f1,"Augmented Reality",10.38
853f88a8-579d-4e74-baec-8d8ac118f941,"Flying Squirrel",10.38
8a89a2d9-af13-4350-a610-a8a8489b93fc,"Violin Symphony",10.38
913a2e8a-32ed-4b29-8d82-d6ced8c7d639,"Summer Vacation",10.38
c12488a9-0054-45be-969f-a94e63866e83,"Skateboarding Trick",10.38
d2207148-b05f-45cc-bd9c-c59c28bf5db6,"Lightsaber Battle",10.38
05b289d9-cd0a-421e-8440-a34ca64f4c37,"Fireworks Display",10.38
88648b8c-25bc-445d-9a40-a4ee256ee962,"Binge Watching",10.38
9f6ca67f-d255-4a59-b28d-48c444bbfd4e,"Broadway Musical",10.38
24f8d131-c514-4e5f-bd35-a71fae862ac8,"Butterfly Flutter",10.38
6af11d45-c754-45c8-a1e8-f4f323a390c4,"Brushing Teeth",10.38
deda54a9-93f0-4d25-a07f-04e4f0ecdd12,"Electric Guitar",10.38
d3e14b26-5485-44f3-b2b8-789fbf19976f,"Tropical Island",10.38
77807262-cf87-492b-8aa4-45f77bcddfb5,"Queen Elizabeth",10.38
48969bb5-f651-4edc-b65f-4439250ef65c,"Santorini Sunset",10.38
c828aeb2-c1bc-4977-8909-07fec8a4c03d,"Opening Presents",10.38
ccddf59e-3386-4341-b92a-0dac865fd599,"Elephant Trunk",10.38
08a463e1-31fb-4dce-93d5-2cf186a5b4a4,"Campfire Songs",10.38
c7962ea8-9458-481c-899a-0a7279b2fa18,"Jennifer Lopez",10.38
29d6574e-d534-4c09-8152-30b5f438ee4d,"Batmobile Chase",10.38
c7846f04-bbc9-4cff-8094-493d98e76de3,"Bluetooth Speaker",10.38
abc935fa-6f42-4d85-b33b-fb5dd28ca353,"Frozen Sing-Along",10.38
4fa45bd9-258a-4a28-b0fc-0508eaebc5dd,"Oscar Acceptance",10.38
df7b633e-c856-40f1-b39a-f048faa9b433,"Albert Einstein",10.38
bd4bb7aa-313d-4239-8943-7bd46be1a0c9,"Surprise Party",10.38
a08da8e2-8829-4491-8250-3a1b55344b71,"Jennifer Aniston",10.38
527de91d-1d19-48cf-889f-12abcf13d7e6,"Climbing Trees",10.38
53f7fe06-7a34-40ad-a263-1d8e5f7997f5,"Wireless Charger",10.38
6717203a-f60c-4cf7-bbb8-6f8d0b23b5ee,"Gardening Tools",10.38
78f558a7-64af-4ee9-b8b9-625d24d92d91,"Airport Security",10.38
5e2ad284-dd2d-4445-bc48-9928974b975c,"Butterfly Garden",10.38
1e543a07-6639-4f80-863f-d84521c36e00,"Wedding Ceremony",10.38
b50c401b-f104-4287-925a-3a747b2c97d9,"Alien Spaceship",10.38
da2afd2b-6667-4324-919a-41bae51321c0,"Chris Hemsworth",10.38
d3597136-b7f3-4def-8eeb-f1472ab523ab,"Backpacking Europe",10.38
135f691e-384b-4ba5-b586-f8cc732eabf6,"Cyber Security",10.38
e33c2914-9294-4978-beb6-bd0f622cc5f9,"Juggling Balls",10.38
6ca75cf4-67bf-40bc-ac94-5ce0d8097acd,"Smartphone Selfie",10.38
6248ef2b-b85e-493f-bcbd-8a13e31f8103,"Milkshake Straw",10.38
065ffa4a-48de-487e-a041-f5792a52fb5c,"Roadside Motel",10.38
0895b08c-c46e-4a10-b996-3ebf2758fbb4,"Passport Control",10.38
fc7243fe-64e4-417d-a184-89bc4d7eae96,"Electric Scooter",10.38
60be0d10-81b1-4eae-b66e-c5ebadafc855,"Fruit Smoothie",10.38
f1a20d43-07b5-4fef-8a99-fd3b26e2730d,"Kangaroo Jumping",10.38
765532f5-fbb8-41e8-9186-a09c275d77a6,"Kardashian Drama",10.38
b94e57f4-0687-48e8-9aeb-1dd268899b91,"Great Depression",10.38
ee96c6ba-09b1-42c3-901e-d6bf3f116fc2,"Space Telescope",10.38
bc3886b0-d5cc-41a1-a26e-b9d93f651cc0,"Lemonade Stand",10.38
f12cf130-1021-488d-ae99-208c773c397e,"Sinking Lusitania",10.38
6730d62f-d886-4474-8b77-11ddada8c2ca,"Cloud Computing",10.38
1196927d-ba2a-4bb1-ae23-ec1e1761bfc6,"Mount Rushmore",10.38
de68ec13-de6a-45e4-a206-cff903aeaaeb,"Blooming Flowers",10.38
5d6f506c-1ee9-48bf-8319-b9dd0cc52313,"Whale Breaching",10.38
778f6c3c-5c57-49f5-a57a-ad20d643949d,"Women's Suffrage",10.38
20a82810-0f1f-4304-b2b7-66b2b7f2b926,"Gettysburg Address",10.38
869a2dd2-b6b2-4f31-8051-f85b994cb236,"Tropical Rain",11.42
d2b14924-c60c-40a7-9602-8050b5459daa,"Drone Camera",11.42
80b94287-732a-4c3d-9871-35e2010075f7,"3D Printing",11.42
12246668-c7dc-4213-9295-65111754aadc,"Solar Panels",11.42
cc78ec1d-fad8-47d8-8969-306659806273,"Solar Panel",11.42
bf68ad0d-b95e-44be-af71-ff8e4c2968d7,"Virtual Reality",11.42
f507de8d-7b75-4831-9bec-b9a5de69cbdf,"Wi-Fi Password",11.42
3cdae3d3-6aca-49a2-b2e7-6bfa35b364e2,"Oprah Winfrey",11.42
89db1d7c-dec8-4277-98be-a616324b5437,"LeBron James",11.42
88885fa5-85aa-4ee4-b32d-11dee5aec611,"Darth Vader",11.42
4e436bdc-736b-4255-bd1f-e6f3e86c07cc,"Donald Trump",11.42
ed6dbc1f-4b88-40b7-ba9a-3aafe6610b8d,"Selena Gomez",11.42
7894e382-1b67-4cfa-bff8-59968176c222,"Nelson Mandela",11.42
4fdb68ea-162c-4849-ba15-2e6a6face0b6,"Mark Zuckerberg",11.42
4ae0b741-acb4-4d2f-92e3-172386ebc4ff,"Hunger Games",11.42
4931bc30-8267-407c-8926-d3ae6db7a14e,"Marilyn Monroe",11.42
04f4be7d-88d9-45cb-955e-e28bdbfeec9d,"Shrek Swamp",11.42
11fc0331-74f0-44cb-a40f-59350befddf8,"Ariana Grande",11.42
1661d6fe-57bf-44d6-beb2-9a4cec596fca,"Captain America",11.42
ba4612c7-5e1b-47b9-acfa-9daaf537f90c,"Prince Harry",11.42
f4ae2855-9cdc-45f1-b97e-39b7c2878876,"Barack Obama",11.42
86875be6-1136-4552-9c6c-af5331f9b68c,"Vampire Slayer",11.42
e94753ea-e93c-44b1-8b20-3e1711935cad,"Banana Split",11.42
5e771bac-cb60-4405-8446-74dc4a7a89c9,"Popcorn Snack",11.42
b1d2d69e-1d79-48d2-8c55-958936c7ad57,"Frozen Snowman",11.42
1cee8775-aed3-4632-bf3f-564418e24464,"Wakanda Forever",11.42
b226733f-2d31-4982-802f-0c159fede5b4,"Cappuccino Foam",11.42
9b280226-3787-4276-b51b-dcef33b5e78c,"Black Panther",11.42
ff3ab238-369c-469d-a9c7-a793831e99a5,"Popcorn Bucket",11.42
9d92ace6-8b26-4469-a029-b03951c4ec90,"Oscar Night",11.42
24881e3d-135f-4afd-b78f-0a511c8f786f,"Solar Eclipse",11.42
dc2198e6-4b49-4383-a2fe-3919d961fa4f,"Outer Space",11.42
2284659d-1a55-4b4b-9a14-de1e1434f435,"Oscar Statue",11.42
60a1308a-99ee-413e-a8d1-2be50628af27,"Blockbuster Hit",11.42
c2409e9e-54d1-42d3-b31a-2edde255d8ea,"Washing Dishes",11.42
f8c1a51d-d40e-4da6-894f-03d0371c4015,"Fantasy Novel",11.42
238d129a-7310-41eb-849c-0021be90e8a2,"Pet Adoption",11.42
905d2dea-aaef-4ed4-b9b1-2079efeea56a,"Grammys Night",11.42
9bc9dea2-d86f-44ee-925f-7f528db38f56,"Treasure Hunt",11.42
52f61868-8ec8-47ca-b701-8ea8ad961960,"Karaoke Night",11.42
df1e3a8f-f4c8-4d4a-a856-f7b3a67cf7c0,"Christmas Tree",11.42
1279b618-a8f8-4550-98c6-ee2350589f67,"Playing Guitar",11.42
a6790e46-d71c-4812-b60d-a40ad57786c0,"Oscar Winner",11.42
c92bd4cb-d86d-4588-801f-ae1ae7d0d33d,"Hollywood Walk",11.42
56e39138-780b-4875-96d0-5a92128bd7f9,"Action Figure",11.42
303e11de-1719-46ef-abaa-9540b4409cb1,"Garden Party",11.42
22bafd85-0cf2-4dd7-adc9-2d48a8331493,"Dancing Queen",11.42
76372147-ff50-43c1-b97f-5191f9069a13,"Roller Coaster",11.42
17ee49f5-a545-497b-b4b5-202110da8307,"Grammy Winner",11.42
57b18ca3-81f5-4443-a096-344da53f6f57,"Michael Jordan",11.42
e912a547-578e-47c2-9efc-a692fac3b16c,"Super Mario",11.42
7915cd26-4482-47bc-b36b-e07b424e329f,"Oscar Nominee",11.42
fb152021-47ee-468d-a5f6-71ddcc8daf43,"Women Voting",11.42
e5ebd434-6b8c-4fce-adcb-4fe7f41b59f0,"Ancient Egypt",11.42
5e5f2457-1278-485c-bd14-04a8ae272af7,"Broadway Show",11.42
476ebfe4-0470-45c7-bccc-b171f96a0338,"Mickey Mouse",11.42
f706a71b-8356-4108-853c-a0849c770f50,"Choir Singing",11.42
506827bb-4d1f-4a85-9447-38567572e075,"Titanic Sinks",11.42
9cdb99c3-38bd-44ee-91d1-1f13b0d5873c,"Olympic Games",11.42
86e25a42-a0bf-4e4e-9411-74b1e922722d,"Maya Civilization",11.42
1381b30d-8421-4dd2-9820-a49cd41aa1a2,"Titanic Sinking",11.42
298f386a-d102-4687-8a94-9c04dd124efe,"Elvis Presley",11.42
2bed3007-ab57-4159-96ca-a0ad96c873db,"Justin Bieber",11.42
c1a91fd4-88d7-4d75-b7fc-e1c509af7558,"Beatles Reunion",11.42
cbb53e74-9d8f-4a57-a4eb-d97422a3bc54,"David Beckham",11.42
39a2c24e-e20b-4e08-957d-430a38cfc987,"Black Plague",11.42
edc214b0-c22b-4107-8b1a-60687399b8ff,"D-Day Invasion",11.42
ea55a47e-cebf-4089-8400-faa13d862666,"Lightsaber Duel",11.42
8d9c1582-32e2-49b3-b308-4caef8e1b721,"Michael Jackson",11.42
24e14ef2-d75b-425a-ae3b-08bc6e2cfde2,"Pearl Harbor",11.42
9d73c46a-b37b-4a36-ac58-89d4b9ceb313,"Playing Drums",11.42
98341311-a337-4d94-a0d4-71f4691434b7,"Backstreet Boys",11.42
2489ac39-d9a0-4899-91ba-4b783ab15bab,"Opera Singer",11.42
e6a978c9-6db0-4ec6-8b8d-736e4e743005,"Rugby Tackle",11.42
9bcc8a8b-ba3b-4574-8d3b-f1c98a2c0a24,"Violin Strings",11.42
b6ceee8c-2f78-4007-a999-84d4023ca466,"Beyoncé Dance",11.42
090a9ef0-b525-4ee8-be5a-40b434668657,"Simone Biles",11.42
dc31c778-9935-4727-b9f2-faa60d34842a,"Tiger Woods",11.42
4338022a-78ed-43e4-aa55-551ddaad194a,"Beyoncé Knowles",11.42
1344e6a7-d2ae-4707-af38-cd98d39c5b41,"Piano Lesson",11.42
5c648083-b875-490c-b9c7-d698a91a10a3,"Saxophone Solo",11.42
2b83c8b8-188a-4ecf-948d-9703f7a215cb,"Piano Recital",11.42
f75d99d6-5a25-4efb-930c-8f1fbc3e5b5d,"Mad Scientist",11.42
30f077df-48f0-45ed-a669-156b687e0381,"All-Seeing Eye",11.42
932658b0-384c-4634-a54f-7a9b8a286ed0,"Rainbow Colors",11.42
02227177-efbc-437f-8493-c0ff0d179693,"Planet Earth",11.42
99fe90f4-a9ed-47c6-a4b3-18f83260ebd5,"Online Gaming",11.42
e811edfb-c53c-4a5b-8c39-c1b1b758a4e4,"Rainbow Bridge",11.42
5ba0f57a-e08f-4941-a686-88f81176ec73,"Lionel Messi",11.42
a3b48f4c-75e1-49c7-96bd-483cbcf2e94f,"Digital Wallet",11.42
5fecf1f8-677d-4527-aa3b-af5c13f7788b,"Magic Trick",11.42
307219a3-3e92-4e77-8bd7-1f18260c872d,"Whole Grain",11.42
b996e52d-67be-41fc-ba19-e3284a09e720,"Account Login",11.42
18da55c2-7c77-47ed-ac12-5d3be55697e6,"Rafael Nadal",11.42
30dbc2c0-d0d1-4856-aa93-151b82a12b57,"Olympic Medal",11.42
5658ecc8-2be5-4b14-a95f-e6ef7cc80091,"Infinite Loop",11.42
2998f74e-7464-430e-becf-bb1a14a19454,"Jigsaw Puzzle",11.42
6d0bb9a8-ab07-4af1-a1a1-f548679aa13e,"Magic Carpet",11.42
7dcf6bc5-bd24-4c13-8a61-d88a1fafb82e,"Figure Skating",11.42
27d2b179-7233-4734-ae77-0f4d03bccf18,"Holiday Season",11.42
cecc4076-74ea-4d1a-9149-7101202374d7,"Disco Fever",11.42
018d8c52-b38d-435b-8b24-7838f54cff00,"Rugby Scrum",11.42
b11b459b-18d5-4036-aa3b-bbe0b465f423,"Subscription Plan",11.42
17ce5ad3-1741-472c-a880-1ef52508954c,"Haunted Mansion",11.42
2656a095-2181-45c7-9b11-dda126b8701f,"Cricket Batting",11.42
0b83c034-bdf8-43e9-9922-9141cacb76e4,"Olympic Torch",11.42
2921f983-cfe6-43cb-9f9e-1f2272af81db,"Total Eclipse",11.42
4a43d0ce-4446-4cda-8e6e-bcf0181adf9a,"Space Rocket",11.42
3cd30913-71ae-47ce-acb9-f5062a28b28e,"Mountain Hike",11.42
2e096717-464f-47ea-876f-b1c1ef15915c,"Venice Canals",11.42
6f18e6d5-7217-4094-ab60-ece183d5aebc,"Smart Speaker",11.42
0bfde6b3-6858-4608-b041-d33540aa1e94,"Grand Canyon",11.42
a067fc09-35e9-410a-9d5a-739b6625b0ec,"Rome Colosseum",11.42
d2c3db94-7948-4567-be6f-15c6365571f8,"Hiking Trail",11.42
e315271a-1491-4be7-beb9-9d129ca02e3f,"Backpacking Trip",11.42
2a128f1b-1901-4233-bd17-661f012209ef,"Desert Safari",11.42
64594741-41fb-452a-9de7-9eb05a372d0d,"Times Square",11.42
71c1ffae-1be3-4e7c-b42f-a26751cf1814,"Smartphone App",11.42
35772b04-13e8-4bc9-a270-800aa520ee29,"Robotic Vacuum",11.42
3defc662-4dbd-40fc-b81a-fad8c68d8fc3,"Hawaiian Luau",11.42
2957832d-abc2-4c45-b752-7a54aee77aea,"Eiffel Tower",11.42
85bd7f28-0133-4377-a6d5-900ae9ed063d,"Airport Check-In",11.42
2db61935-e4af-42cb-826d-5d38eddfe22e,"DNA Sequencing",11.42
1215702e-4911-40cc-be3a-8be8fece3c91,"Mount Everest",11.42
c4e28422-bad9-415a-bccd-17ac2443926d,"Tourist Guide",11.42
a6340466-db36-4c96-9851-950db2b4cab4,"Alaskan Cruise",11.42
ad389566-4bae-43fa-a647-690071d3932c,"Space Shuttle",11.42
bbbdf5b9-6afb-4705-915e-b9de4ebbd859,"Space Station",11.42
850d1c33-9d7b-4e11-b270-7b226728d670,"Venice Gondola",11.42
8d1560ae-6048-480f-81cb-c5d1bd4315a4,"Bungee Jumping",11.42
86ebebcb-2ba5-45bd-9293-8616524fa225,"London Bridge",11.42
7c25f7c4-1d9b-4b39-b852-da007f63a7c2,"Digital Camera",11.42
2be20bd0-446f-4bfd-bae3-8a7543d33500,"Robot Vacuum",11.42
c225d35d-c7c8-43b7-9c06-e465be6bc8a3,"Niagara Falls",11.42
2c1a8471-f81a-4c83-82c6-ad08e65e2cb7,"Bird Migration",11.42
f720a2b1-6da8-497f-b479-b8e121a3c281,"Beehive Buzzing",11.42
f59ff073-3171-4ecd-9741-780146f36169,"Ocean Waves",11.42
1424c3be-7c3b-43ee-9246-44fd7f1f7166,"Desert Oasis",11.42
7bd4724e-217b-4942-9d51-791291fe0ac1,"Eagle Soaring",11.42
2ea21b3e-e6da-4e3f-9b1c-78cd94a5b970,"Forest Trail",11.42
15b030cd-41d7-474e-8f65-460d6b0a2c81,"Giraffe Eating",11.42
24150b3b-a491-4e06-91a4-c6d84826f694,"Dolphin Dance",11.42
f85256af-9082-4fc7-ab48-12b6051bf29d,"Smart Watch",11.42
d910529d-e4cf-45d9-a7ae-96c89cab777a,"Desert Cactus",11.42
e889f462-d4a6-43b7-8a9b-552030c41b17,"Sunset Horizon",11.42
ca2ad3d9-3446-4677-815f-cc02a3562ac4,"Bear Hibernation",11.42
ca37f250-7e71-4882-98a7-7783969b4b61,"Kangaroo Jump",11.42
74390491-b30a-44f8-86f0-12f787c1f94f,"Cherry Blossom",11.42
0fbe95d1-e933-4547-be82-41f402993564,"Elephant Herd",11.42
4cd385c8-51e3-490b-846a-b8291fef5847,"Cloud Storage",11.42
6bd65093-885a-4282-a861-398326300516,"Penguin Waddle",11.42
7a2ba232-3445-4496-a542-50f5b11611d4,"Mountain Peak",11.42
f23a3fc9-de4b-4fa3-8acc-82b704300035,"Bird Watching",11.42
75a33c7e-acff-4d95-98fe-0ee83884f156,"Stephen Hawking",11.42
e9b98744-9ffb-45d7-a2b0-b5e7b8a0edb8,"Jungle Safari",11.42
05213c8e-4724-4bcc-a496-a3c0ffac6119,"Civil Rights March",12.25
010edfdd-6676-4da0-bc0f-bdeceeae0458,"Sitcom Laugh Track",12.25
5e1c5649-cbb1-46dd-86ff-086ac4bb62fe,"Pumpkin Spice Latte",12.25
3f514149-3a63-47ff-8a14-7a0ffddac0cd,"Magna Carta Signing",12.25
5619f9cd-aae9-45fe-bb6c-9413ab203523,"Pearl Harbor Attack",12.25
f93a45d9-acf0-4fb6-baa3-d6247007f5a2,"Paris Eiffel Tower",12.25
1e26c9f1-f6cf-49fd-8b40-455638da6646,"Hollywood Red Carpet",12.25
aee7248a-47db-419a-8e54-44ff732fc703,"Camping Under Stars",12.25
82127bb4-4220-410f-8fcc-ec01e0914ef6,"Roswell UFO Incident",12.25
0c31e723-ad10-4532-803d-1e26a6d8c50f,"Honey Bee",12.46
5f00ad27-6301-4edb-985a-9f6028da3405,"Fishing Trip",12.46
23e471de-d48f-4de6-a0f8-5999f9ba575e,"Coral Reef",12.46
be16f389-80ba-464c-b11a-fbda2be454c6,"World Tour",12.46
9e3f9f99-527c-42f9-ba5b-0f513d516d6d,"Roaring Lion",12.46
48de9274-d310-46df-9069-c9727de76efb,"Guitar Solo",12.46
2364597c-1982-4fa7-9732-809771f94c21,"Forest Hike",12.46
bd4909c2-7499-4f7f-b757-8999c7007305,"Mario Kart",12.46
72efeb85-aa49-4581-a27a-9151e03c6994,"Jedi Knight",12.46
a4621b55-2086-4a26-bd20-bd5980a12040,"Cricket Bat",12.46
9351ce88-b5cb-4353-ba2f-839189da293e,"User Profile",12.46
97877b3a-9bfc-47a9-89cc-73b591e4ff07,"Adele Song",12.46
54923659-08fa-4176-9291-ed1e68e53dca,"Piano Keys",12.46
206348b6-b686-4175-93c7-3b3e20b76f80,"Emma Watson",12.46
11d47ee0-3ae7-4313-838d-c4c41c0e8570,"Cruise Ship",12.46
3f728c4e-d2c3-41ee-977f-6e5f39d31834,"Jungle Trek",12.46
7f1406fe-7eae-4e9e-8410-023ae23903c6,"Moon Landing",12.46
4cbc3531-6b1d-417b-8299-8e4ec0a73885,"Olympic Gold",12.46
36256d6e-4c6e-47ba-9859-1637061c51f6,"Central Perk",12.46
b137bcbf-a9fb-4dbd-83cb-0c5f06ac6a91,"Steve Jobs",12.46
428a539b-456d-4818-b04c-118d20a5795d,"Dolphin Jump",12.46
a31fbca1-25ba-4f83-9443-bb87620bf8e1,"Penalty Kick",12.46
5c1a1d8e-b950-47ea-8d84-96458e2113cc,"Tom Brady",12.46
c0c23f94-cad6-46b7-9396-ab07b668c068,"Tech Gadgets",12.46
3ce642a1-b3a6-4bdc-984b-822218b72565,"Piano Solo",12.46
21edc047-a324-496b-baeb-149b24624449,"Fencing Duel",12.46
b82cfbbe-e5ee-4217-9178-3206cc336fbf,"Guitar Hero",12.46
94d76b44-dbd6-4bbb-ab91-ce4c6a32bae2,"Mars Rover",12.46
5ae5680d-6fc3-4064-860d-8bf49c9fe48c,"DNA Testing",12.46
4dfc27cb-fcda-4da1-90d5-595c84331a5f,"Stone Age",12.46
9c6f1b6a-7098-4421-8b51-c3c0375eb903,"Usain Bolt",12.46
8811e69e-5e58-42d1-b58f-6b4563adc887,"Elton John",12.46
ae0fdf07-2141-46be-8171-79fee3d76527,"WiFi Signal",12.46
91e9a044-c236-43bf-a8bc-dc1598eb478f,"James Bond",12.46
41f4aa88-02fc-4bb8-93bd-b65e41344f89,"Tom Hanks",12.46
cc321179-dc61-4028-be22-da4749004d05,"Lion Roaring",12.46
f505ffca-ae7a-4d48-8155-1c57e334fb3e,"Bob Dylan",12.46
9a757b84-93cc-41fc-bbb7-a3cd5ec4a75f,"Stephen King",12.46
27d4282c-dc74-495e-b0e7-e5ad451c8dee,"Life Coach",12.46
73c5fbe2-df9d-4252-a396-72ed3f572282,"Toy Story",12.46
dffc4a02-27b5-4e73-950c-57b35ee3b51e,"DJ Mixer",12.46
9bb1aa7c-8aff-4edc-a09f-9a3ccd502f95,"Rap Battle",12.46
a9978189-48a3-4b2b-9ea2-adfa0718260b,"Jazz Singer",12.46
cb3314a5-b57d-497c-b5f7-5acee4ce1b30,"Yoga Class",12.46
418ed5bf-3c24-4413-8cbe-54e6e1ef1e6e,"Taco Fiesta",12.46
bcab62f6-129a-419b-9253-72be32afc070,"Polar Bear",12.46
5e44475a-7d94-46a0-b149-2f05c976d68a,"K-Pop Dance",12.46
b021187b-7a62-4fc1-936b-e9a1ed6a863e,"Taco Tuesday",12.46
4ff906e2-87e0-479b-ba67-308c88948aae,"Reality Show",12.46
145ae518-f410-4fbf-ae3c-02e0f886c4a3,"Paw Patrol",12.46
b5670989-71d2-4a6f-8332-739ed7581345,"Comic Con",12.46
37596939-a038-4de2-aa64-b6a5dae2a9c2,"Katy Perry",12.46
7bc5e912-776a-4814-a348-848f22afcc54,"Camping Site",12.46
439d2e58-78c4-4583-98df-be69abc082df,"Bill Gates",12.46
c21646b5-13a4-48bd-a21b-ab2d4b7af58a,"Camping Trip",12.46
44997ac7-3003-4aaa-aa20-b9580805d806,"Snowy Owl",12.46
0832b7ec-f251-4793-9408-afc7c188473c,"Giraffe Neck",12.46
6f16e307-0d65-4cd9-88a9-4fd1cb18dc2a,"Red Carpet",12.46
0a90c07b-b343-488c-a9f3-464f86438eb0,"Magic Show",12.46
fa686ac9-4218-40f6-829f-314e05fef5c5,"Forest Fire",12.46
e546c89a-b340-4688-9d2b-ff6a6d65c2c9,"Ed Sheeran",12.46
06a3bf07-4351-45bd-b2f8-0fd24ef24560,"3D Printer",12.46
4789195e-6ddb-4b5d-892c-9c11149b40af,"Video Call",12.46
b617d073-1504-43fb-af3d-5f35cca20512,"Beaver Dam",12.46
a47755c3-0b2c-44ea-bcdf-51d093fb3aff,"Island Hop",12.46
16f3c1fa-47fa-4bd5-854c-3e2720deb2fb,"Violin Solo",12.46
1a72349d-174e-464c-8fd3-dd9ef1a58b04,"Everything I Own",12.94
e8fbabab-1f6c-4b62-a6e0-ef669d8ffe6d,"Golden Gate Opens",12.94
054c8b14-1482-4b9c-a810-ecd5ef4a6236,"Captain Jack Sparrow",12.94
3498aa16-2000-427f-b774-9679c51c2dde,"Reality Show Drama",12.94
ba49feb3-d9c9-40be-8fff-0a54ae071792,"Magic Carpet Ride",12.94
d568b171-95c4-47e2-8dcb-66f58883b7cf,"Olympic Gold Medal",12.94
65a2e6e9-ce20-42c5-b91c-3a3dc286e0b6,"Martin Luther King",12.94
fa42c50b-398a-45b7-bd6e-92804ead3cff,"Elon Musk",13.50
6749c765-bd90-473e-887c-94f8296972b5,"K-Pop Band",13.50
ee1d77c6-99b6-4b95-a69d-f3ef5e3bb55a,"Streaming Service",13.50
86b84882-59d5-4723-ac44-6174beb263c8,"Drum Set",13.50
e1780a39-866d-4855-89c7-3fc0f0f3c6c1,"Rock Star",13.50
